REGION_ID,REGION_NAME,CITY_ID,CITY_NAME,CLUSTER_ID,CLUSTER_NAME,RECORD_DATE,FACILITY_SERIAL,FACILITY_NAME_EN,FACILITY_NAME_AR,FACILITY_NAME_ABBR,SOURCE_SECTION_NO,SECTION_CODE,SOURCE_SECTION_NAME_EN,SOURCE_SECTION_NAME_AR,MAPPED_SECTION_NO,MAPPED_SECTION_NAME_CODE,MAPPED_SECTION_NAME_EN,MAPPED_SECTION_NAME_AR,MAPPED_SECTION_GENDER_CODE,MAPPED_SECTION_GENDER_EN,MAPPED_SECTION_GENDER_AR,MAPPED_SECTION_CATEGORY_CODE,MAPPED_SECTION_CATEGORY_EN,MAPPED_SECTION_CATEGORY_AR,MAPPED_SECTION_CARE_TYPE_CODE,MAPPED_SECTION_CARE_TYPE_EN,MAPPED_SECTION_CARE_TYPE_AR,MAPPED_SECTION_AGE_CODE,MAPPED_SECTION_AGE_EN,MAPPED_SECTION_AGE_AR,ROOM_NO,ROOM_CODE,SOURCE_ISOLATION_TYPE_CODE,SOURCE_ISOLATION_TYPE_EN,SOURCE_ISOLATION_TYPE_AR,MAPPED_ISOLATION_TYPE_CODE,MAPPED_ISOLATION_TYPE_EN,MAPPED_ISOLATION_TYPE_AR,BED_NO,BED_CODE,SOURCE_BED_STATUS,SOURCE_BED_STATUS_EN,SOURCE_BED_STATUS_AR,MAPPED_BED_STATUS,MAPPED_BED_STATUS_EN,MAPPED_BED_STATUS_AR,SECTOR_ID,SECTOR_NAME
2,Makkah,2,Makkah,2,Makkah Health Cluster,09/12/2024 09:09:37,1,Alnoor,النور,NSH,312,312,Male Neurosurgery,مخ واعصاب رجال,24,60,Neurosurgery,Neurosurgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,322,322,,,,,,,5,5,4,Manpower Shortage,نقص قوى عاملة,49,Closed,Closed,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/06/2024 22:33:36,1,Alnoor,النور,NSH,312,312,Male Neurosurgery,مخ واعصاب رجال,24,60,Neurosurgery,Neurosurgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,322,322,,,,,,,1,1,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/11/2024 17:02:26,1,Alnoor,النور,NSH,312,312,Male Neurosurgery,مخ واعصاب رجال,24,60,Neurosurgery,Neurosurgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,322,322,,,,,,,2,2,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,09/12/2024 09:09:37,1,Alnoor,النور,NSH,312,312,Male Neurosurgery,مخ واعصاب رجال,24,60,Neurosurgery,Neurosurgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,322,322,,,,,,,3,3,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,09/26/2024 13:22:10,1,Alnoor,النور,NSH,312,312,Male Neurosurgery,مخ واعصاب رجال,24,60,Neurosurgery,Neurosurgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,322,322,,,,,,,4,4,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,09/12/2024 09:09:37,1,Alnoor,النور,NSH,312,312,Male Neurosurgery,مخ واعصاب رجال,24,60,Neurosurgery,Neurosurgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,323,323,,,,,,,5,5,4,Manpower Shortage,نقص قوى عاملة,49,Closed,Closed,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,09/12/2024 09:09:37,1,Alnoor,النور,NSH,312,312,Male Neurosurgery,مخ واعصاب رجال,24,60,Neurosurgery,Neurosurgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,323,323,,,,,,,1,1,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,09/30/2024 18:33:57,1,Alnoor,النور,NSH,6037,6037,Medical ICU,عناية مركزة باطنة,22,66,ICU,ICU,30,All,All,31,Medical,Medical,36,Intensive Care,Intensive Care,35,All,All,17,17,103607,Negative,Negative,50,Negative,Negative,1,1,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/14/2024 05:03:43,1,Alnoor,النور,NSH,6037,6037,Medical ICU,عناية مركزة باطنة,22,66,ICU,ICU,30,All,All,31,Medical,Medical,36,Intensive Care,Intensive Care,35,All,All,18,18,103607,Negative,Negative,50,Negative,Negative,1,1,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/06/2024 02:42:48,1,Alnoor,النور,NSH,311,311,Female Neurosurgery,جراحة مخ وأعصاب نساء,25,60,Neurosurgery,Neurosurgery,29,Female,Female,32,Surgical,Surgical,37,Normal,Normal,35,All,All,328,328,103607,Negative,Negative,50,Negative,Negative,1,1,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,09/12/2024 09:09:37,1,Alnoor,النور,NSH,311,311,Female Neurosurgery,جراحة مخ وأعصاب نساء,25,60,Neurosurgery,Neurosurgery,29,Female,Female,32,Surgical,Surgical,37,Normal,Normal,35,All,All,327,327,,,,,,,5,5,4,Manpower Shortage,نقص قوى عاملة,49,Closed,Closed,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/14/2024 03:54:44,1,Alnoor,النور,NSH,311,311,Female Neurosurgery,جراحة مخ وأعصاب نساء,25,60,Neurosurgery,Neurosurgery,29,Female,Female,32,Surgical,Surgical,37,Normal,Normal,35,All,All,327,327,,,,,,,1,1,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/14/2024 03:56:08,1,Alnoor,النور,NSH,311,311,Female Neurosurgery,جراحة مخ وأعصاب نساء,25,60,Neurosurgery,Neurosurgery,29,Female,Female,32,Surgical,Surgical,37,Normal,Normal,35,All,All,327,327,,,,,,,2,2,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/14/2024 03:57:38,1,Alnoor,النور,NSH,311,311,Female Neurosurgery,جراحة مخ وأعصاب نساء,25,60,Neurosurgery,Neurosurgery,29,Female,Female,32,Surgical,Surgical,37,Normal,Normal,35,All,All,327,327,,,,,,,3,3,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,09/12/2024 09:09:37,1,Alnoor,النور,NSH,311,311,Female Neurosurgery,جراحة مخ وأعصاب نساء,25,60,Neurosurgery,Neurosurgery,29,Female,Female,32,Surgical,Surgical,37,Normal,Normal,35,All,All,327,327,,,,,,,4,4,1,Vacant,فارغة,44,Vacant,Vacant,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/11/2024 13:06:57,1,Alnoor,النور,NSH,311,311,Female Neurosurgery,جراحة مخ وأعصاب نساء,25,60,Neurosurgery,Neurosurgery,29,Female,Female,32,Surgical,Surgical,37,Normal,Normal,35,All,All,329,329,,,,,,,1,1,1,Vacant,فارغة,44,Vacant,Vacant,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 19:17:29,1,Alnoor,النور,NSH,311,311,Female Neurosurgery,جراحة مخ وأعصاب نساء,25,60,Neurosurgery,Neurosurgery,29,Female,Female,32,Surgical,Surgical,37,Normal,Normal,35,All,All,329,329,,,,,,,2,2,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/14/2024 14:00:39,1,Alnoor,النور,NSH,311,311,Female Neurosurgery,جراحة مخ وأعصاب نساء,25,60,Neurosurgery,Neurosurgery,29,Female,Female,32,Surgical,Surgical,37,Normal,Normal,35,All,All,329,329,,,,,,,3,3,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/02/2024 03:15:29,1,Alnoor,النور,NSH,311,311,Female Neurosurgery,جراحة مخ وأعصاب نساء,25,60,Neurosurgery,Neurosurgery,29,Female,Female,32,Surgical,Surgical,37,Normal,Normal,35,All,All,329,329,,,,,,,4,4,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/14/2024 13:57:52,1,Alnoor,النور,NSH,311,311,Female Neurosurgery,جراحة مخ وأعصاب نساء,25,60,Neurosurgery,Neurosurgery,29,Female,Female,32,Surgical,Surgical,37,Normal,Normal,35,All,All,329,329,,,,,,,5,5,1,Vacant,فارغة,44,Vacant,Vacant,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/01/2024 02:36:57,1,Alnoor,النور,NSH,311,311,Female Neurosurgery,جراحة مخ وأعصاب نساء,25,60,Neurosurgery,Neurosurgery,29,Female,Female,32,Surgical,Surgical,37,Normal,Normal,35,All,All,330,330,,,,,,,1,1,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/14/2024 22:53:10,1,Alnoor,النور,NSH,311,311,Female Neurosurgery,جراحة مخ وأعصاب نساء,25,60,Neurosurgery,Neurosurgery,29,Female,Female,32,Surgical,Surgical,37,Normal,Normal,35,All,All,330,330,,,,,,,2,2,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/09/2024 22:34:09,1,Alnoor,النور,NSH,305,305,Male Ortho,عظام رجال,13,61,Ortho,Ortho,28,Male,Male,31,Medical,Medical,37,Normal,Normal,35,All,All,350,350,,,,,,,1,1,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/08/2024 20:55:11,1,Alnoor,النور,NSH,305,305,Male Ortho,عظام رجال,13,61,Ortho,Ortho,28,Male,Male,31,Medical,Medical,37,Normal,Normal,35,All,All,350,350,,,,,,,2,2,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/11/2024 11:21:56,1,Alnoor,النور,NSH,305,305,Male Ortho,عظام رجال,13,61,Ortho,Ortho,28,Male,Male,31,Medical,Medical,37,Normal,Normal,35,All,All,350,350,,,,,,,3,3,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/14/2024 01:20:33,1,Alnoor,النور,NSH,305,305,Male Ortho,عظام رجال,13,61,Ortho,Ortho,28,Male,Male,31,Medical,Medical,37,Normal,Normal,35,All,All,350,350,,,,,,,4,4,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/11/2024 05:03:39,1,Alnoor,النور,NSH,305,305,Male Ortho,عظام رجال,13,61,Ortho,Ortho,28,Male,Male,31,Medical,Medical,37,Normal,Normal,35,All,All,351,351,,,,,,,1,1,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/11/2024 11:15:56,1,Alnoor,النور,NSH,305,305,Male Ortho,عظام رجال,13,61,Ortho,Ortho,28,Male,Male,31,Medical,Medical,37,Normal,Normal,35,All,All,351,351,,,,,,,2,2,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/12/2024 19:43:37,1,Alnoor,النور,NSH,305,305,Male Ortho,عظام رجال,13,61,Ortho,Ortho,28,Male,Male,31,Medical,Medical,37,Normal,Normal,35,All,All,351,351,,,,,,,3,3,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 21:53:28,1,Alnoor,النور,NSH,305,305,Male Ortho,عظام رجال,13,61,Ortho,Ortho,28,Male,Male,31,Medical,Medical,37,Normal,Normal,35,All,All,351,351,,,,,,,4,4,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/06/2024 14:45:34,1,Alnoor,النور,NSH,305,305,Male Ortho,عظام رجال,13,61,Ortho,Ortho,28,Male,Male,31,Medical,Medical,37,Normal,Normal,35,All,All,351,351,,,,,,,5,5,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/15/2024 11:09:55,1,Alnoor,النور,NSH,305,305,Male Ortho,عظام رجال,13,61,Ortho,Ortho,28,Male,Male,31,Medical,Medical,37,Normal,Normal,35,All,All,353,353,,,,,,,5,5,1,Vacant,فارغة,44,Vacant,Vacant,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/03/2024 08:34:46,1,Alnoor,النور,NSH,305,305,Male Ortho,عظام رجال,13,61,Ortho,Ortho,28,Male,Male,31,Medical,Medical,37,Normal,Normal,35,All,All,353,353,,,,,,,1,1,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/15/2024 11:28:01,1,Alnoor,النور,NSH,305,305,Male Ortho,عظام رجال,13,61,Ortho,Ortho,28,Male,Male,31,Medical,Medical,37,Normal,Normal,35,All,All,353,353,,,,,,,2,2,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/15/2024 11:28:01,1,Alnoor,النور,NSH,305,305,Male Ortho,عظام رجال,13,61,Ortho,Ortho,28,Male,Male,31,Medical,Medical,37,Normal,Normal,35,All,All,353,353,,,,,,,3,3,1,Vacant,فارغة,44,Vacant,Vacant,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/14/2024 13:05:14,1,Alnoor,النور,NSH,5574,5574,Female Medical (A),باطنة نساء (أ),2,38,Medical,Medical,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,436,436,,,,,,,2,2,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/13/2024 11:41:02,1,Alnoor,النور,NSH,5574,5574,Female Medical (A),باطنة نساء (أ),2,38,Medical,Medical,29,Female,Female,31,Medical,Medical,37,Normal,Normal,35,All,All,437,437,,,,,,,5,5,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,09/12/2024 09:09:37,1,Alnoor,النور,NSH,312,312,Male Neurosurgery,مخ واعصاب رجال,24,60,Neurosurgery,Neurosurgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,323,323,,,,,,,2,2,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/09/2024 18:45:42,1,Alnoor,النور,NSH,312,312,Male Neurosurgery,مخ واعصاب رجال,24,60,Neurosurgery,Neurosurgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,323,323,,,,,,,3,3,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/11/2024 04:45:31,1,Alnoor,النور,NSH,312,312,Male Neurosurgery,مخ واعصاب رجال,24,60,Neurosurgery,Neurosurgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,323,323,,,,,,,4,4,1,Vacant,فارغة,44,Vacant,Vacant,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/01/2024 15:54:24,1,Alnoor,النور,NSH,312,312,Male Neurosurgery,مخ واعصاب رجال,24,60,Neurosurgery,Neurosurgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,324,324,,,,,,,3,3,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/14/2024 03:36:38,1,Alnoor,النور,NSH,312,312,Male Neurosurgery,مخ واعصاب رجال,24,60,Neurosurgery,Neurosurgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,324,324,,,,,,,1,1,1,Vacant,فارغة,44,Vacant,Vacant,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/11/2024 11:00:58,1,Alnoor,النور,NSH,312,312,Male Neurosurgery,مخ واعصاب رجال,24,60,Neurosurgery,Neurosurgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,324,324,,,,,,,2,2,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/12/2024 00:39:59,1,Alnoor,النور,NSH,312,312,Male Neurosurgery,مخ واعصاب رجال,24,60,Neurosurgery,Neurosurgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,324,324,,,,,,,4,4,1,Vacant,فارغة,44,Vacant,Vacant,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,09/12/2024 09:09:37,1,Alnoor,النور,NSH,312,312,Male Neurosurgery,مخ واعصاب رجال,24,60,Neurosurgery,Neurosurgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,324,324,,,,,,,5,5,4,Manpower Shortage,نقص قوى عاملة,49,Closed,Closed,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/03/2024 16:12:48,1,Alnoor,النور,NSH,431,431,Male Bariatric Surgery,جراحة سمنة رجال,30,55,Bariatric Surgery,Bariatric Surgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,312,312,,,,,,,3,3,1,Vacant,فارغة,44,Vacant,Vacant,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,09/12/2024 09:09:37,1,Alnoor,النور,NSH,431,431,Male Bariatric Surgery,جراحة سمنة رجال,30,55,Bariatric Surgery,Bariatric Surgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,312,312,,,,,,,4,4,1,Vacant,فارغة,44,Vacant,Vacant,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/12/2024 16:03:21,1,Alnoor,النور,NSH,431,431,Male Bariatric Surgery,جراحة سمنة رجال,30,55,Bariatric Surgery,Bariatric Surgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,312,312,,,,,,,1,1,1,Vacant,فارغة,44,Vacant,Vacant,2,Western Sector
2,Makkah,2,Makkah,2,Makkah Health Cluster,10/15/2024 11:28:01,1,Alnoor,النور,NSH,431,431,Male Bariatric Surgery,جراحة سمنة رجال,30,55,Bariatric Surgery,Bariatric Surgery,28,Male,Male,32,Surgical,Surgical,37,Normal,Normal,35,All,All,312,312,,,,,,,2,2,2,Occupied,مشغولة,45,Occupied,Occupied,2,Western Sector
